equipment,manufacturer,unit,state,state_full,city,lat,lng,population_quantity
RAIO X,KONICA MINOLTA,UPA ZONA NORTE,AP,Amapá,Macapá,0.04,-51.070534,487200.0
IMPRESSORA,KONICA MINOLTA,HOSPITAL DA MULHER MAE LUZIA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
ULTRASSOM,CANON,HOSPITAL DA MULHER MAE LUZIA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
RAIO X MÓVEL,KONICA MINOLTA,HOSPITAL DA MULHER MAE LUZIA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
DR,KONICA MINOLTA,HOSPITAL DA MULHER MAE LUZIA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
DR,CANON,HOSPITAL DA MULHER MAE LUZIA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
NOTEBOOK,LENOVO,HOSPITAL DA MULHER MAE LUZIA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
DR,KONICA MINOLTA,HOSPITAL DA MULHER MAE LUZIA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
CONSOLE CR ou DR,FUJIFILM,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
TOMOGRAFIA COMPUTADORIZADA,CANON,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
IMPRESSORA,KONICA MINOLTA,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
ARCO CIRURGICO,SIEMENS,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
ULTRASSOM,CANON,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
RAIO X MÓVEL,KONICA MINOLTA,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
MAMOGRAFIA,KONICA MINOLTA,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
DR,KONICA MINOLTA,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
ARCO CIRURGICO,VMI,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
ARCO CIRURGICO,VMI TECNOLOGIAS,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
RAIO X,KONICA MINOLTA,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
ULTRASSOM,CANON,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
CONSOLE CR ou DR,KONICA MINOLTA,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
RESSONANCIA,CANON,HOSPITAL DE CLINICAS DR ALBERTO LIMA,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
ARCO CIRURGICO,SIEMENS,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
IMPRESSORA,KONICA MINOLTA,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
ULTRASSOM,CANON,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
RAIO X MÓVEL,KONICA MINOLTA,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
DR,KONICA MINOLTA,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
DR,CANON,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
RAIO X,KONICA MINOLTA,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
DR,KONICA MINOLTA,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
ULTRASSOM,CANON,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
CONSOLE CR ou DR,KONICA MINOLTA,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
ARCO CIRURGICO,VMI,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
TOMOGRAFIA COMPUTADORIZADA,CANON,HOSPITAL DE EMERGENCIA OSVALDO CRUZ,AP,Amapá,Macapá,0.0344566,-51.0666,487200.0
DR,CANON,HOSPITAL DE VITORIA DO JARI,AP,Amapá,VITORIA DO JARI,-1.0173634,-52.106335,11922.0
RAIO X MÓVEL,VMI,Hospital Estadual de Laranjal do Jari,AP,Amapá,Laranjal do Jari,-0.846413,-52.5261,37969.0
RAIO X,KONICA MINOLTA,Hospital Estadual de Laranjal do Jari,AP,Amapá,Laranjal do Jari,-0.846413,-52.5261,37969.0
ULTRASSOM,CANON,Hospital Estadual de Laranjal do Jari,AP,Amapá,Laranjal do Jari,-0.846413,-52.5261,37969.0
ARCO CIRURGICO,VMI,Hospital Estadual de Laranjal do Jari,AP,Amapá,Laranjal do Jari,-0.846413,-52.5261,37969.0
CONSOLE CR ou DR,KONICA MINOLTA,Hospital Estadual de Laranjal do Jari,AP,Amapá,Laranjal do Jari,-0.846413,-52.5261,37969.0
ARCO CIRURGICO,VMI,HOSPITAL ESTADUAL DE OIAPOQUE,AP,Amapá,Oiapoque,3.8431,-51.835,30481.0
TOMOGRAFIA COMPUTADORIZADA,CANON,HOSPITAL ESTADUAL DE OIAPOQUE,AP,Amapá,Oiapoque,3.8431,-51.835,30481.0
ULTRASSOM,CANON,HOSPITAL ESTADUAL DE OIAPOQUE,AP,Amapá,Oiapoque,3.8431,-51.835,30481.0
RAIO X MÓVEL,VMI TECNOLOGIAS,HOSPITAL ESTADUAL DE OIAPOQUE,AP,Amapá,Oiapoque,3.8431,-51.835,30481.0
ULTRASSOM,CANON,HOSPITAL ESTADUAL DE SANTANA,AP,Amapá,SANTANA,-0.04528,-51.16478,118353.0
ULTRASSOM,CANON,HOSPITAL ESTADUAL DE SANTANA,AP,Amapá,SANTANA,-0.04528,-51.16478,118353.0
DR,KONICA MINOLTA,HOSPITAL ESTADUAL DE SANTANA,AP,Amapá,SANTANA,-0.04528,-51.16478,118353.0
NOTEBOOK,LENOVO,HOSPITAL ESTADUAL DE SANTANA,AP,Amapá,SANTANA,-0.04528,-51.16478,118353.0
ARCO CIRURGICO,VMI,HOSPITAL ESTADUAL DE SANTANA,AP,Amapá,SANTANA,-0.04528,-51.16478,118353.0
CONSOLE CR ou DR,KONICA MINOLTA,HOSPITAL ESTADUAL DE SANTANA,AP,Amapá,SANTANA,-0.04528,-51.16478,118353.0
RAIO X,KONICA MINOLTA,HOSPITAL ESTADUAL DE SANTANA,AP,Amapá,SANTANA,-0.04528,-51.16478,118353.0
RAIO X MÓVEL,VMI TECNOLOGIAS,HOSPITAL ESTADUAL DE SANTANA,AP,Amapá,SANTANA,-0.04528,-51.16478,118353.0
CONSOLE CR ou DR,Fujifilm,PRONTO ATENDIMENTO INFANTIL - PAI,AP,Amapá,Macapá,0.0345,-51.0666,487200.0
IMPRESSORA,XEROX,PRONTO ATENDIMENTO INFANTIL - PAI,AP,Amapá,Macapá,0.0345,-51.0666,487200.0
DR,CANON,PRONTO ATENDIMENTO INFANTIL - PAI,AP,Amapá,Macapá,0.0345,-51.0666,487200.0
NOTEBOOK,LENOVO,PRONTO ATENDIMENTO INFANTIL - PAI,AP,Amapá,Macapá,0.0345,-51.0666,487200.0
DR,KONICA MINOLTA,PRONTO ATENDIMENTO INFANTIL - PAI,AP,Amapá,Macapá,0.0345,-51.0666,487200.0
CONSOLE CR ou DR,KONICA MINOLTA,PRONTO ATENDIMENTO INFANTIL - PAI,AP,Amapá,Macapá,0.0345,-51.0666,487200.0
CONSOLE CR ou DR,DELL,UNIDADE DE SAUDE DE SERRA DO NAVIO,AP,Amapá,SERRA DO NAVIO,0.9422,-51.9974,4986.0
RAIO X,KONICA MINOLTA,Unidade Mista de Saúde de Calçoene,AP,Amapá,Calçoene,2.504,-50.951,11391.0
DR,KONICA MINOLTA,Unidade Mista de Saúde de Calçoene,AP,Amapá,Calçoene,2.504,-50.951,11391.0
DR,KONICA MINOLTA,Unidade Mista de Saúde de Mazagão,AP,Amapá,Mazagão,-0.115,-51.289,23575.0
RAIO X,KONICA MINOLTA,Unidade Mista de Saúde de Mazagão,AP,Amapá,Mazagão,-0.115,-51.289,23575.0
DR,CANON,UNIDADE MISTA DE SAÚDE DE TARTARUGALZINHO,AP,Amapá,TARTARUGALZINHO,1.506,-50.908,13785.0
NOTEBOOK,LENOVO,UNIDADE MISTA DE SAÚDE DE TARTARUGALZINHO,AP,Amapá,TARTARUGALZINHO,1.506,-50.908,13785.0
RAIO X,KONICA MINOLTA,UNIDADE MISTA DE SAÚDE DE TARTARUGALZINHO,AP,Amapá,TARTARUGALZINHO,1.506,-50.908,13785.0
DR,KONICA MINOLTA,UPA DE SAO RAIMUNDO NONATO,PI,Piauí,São Raimundo Nonato,-9.0125,-42.6989,40784.0
CONSOLE CR ou DR,KONICA MINOLTA,UPA DE SAO RAIMUNDO NONATO,PI,Piauí,São Raimundo Nonato,-9.0125,-42.6989,40784.0
DR,KONICA MINOLTA,UPA DE FLORIANO,PI,Piauí,MATADOURO,-6.7722,-43.0281,5940.0
RAIO X,KONICA MINOLTA,UPA DE FLORIANO,PI,Piauí,MATADOURO,-6.7722,-43.0281,5940.0
CONSOLE CR ou DR,KONICA MINOLTA,UPA DE FLORIANO,PI,Piauí,MATADOURO,-6.7722,-43.0281,5940.0
DR,FUJIFILM,HOSPITAL ESTADUAL DOMINGOS CHAVES,PI,Piauí,Canto do Buriti,-8.3589,-43.4067​,19669.0
ULTRASSOM,CANON,HOSPITAL ESTADUAL DOMINGOS CHAVES,PI,Piauí,Canto do Buriti,-8.3589,-43.4067​,19669.0
NOTEBOOK,FUJIFILM,HOSPITAL ESTADUAL DOMINGOS CHAVES,PI,Piauí,Canto do Buriti,-8.3589,-43.4067​,19669.0
ULTRASSOM,TOSHIBA,ESCOLA DE TREINAMENTO PROFISSIONAL,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
ULTRASSOM PORTATIL,CANON,ESCOLA DE TREINAMENTO PROFISSIONAL,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
ULTRASSOM,CANON,ESCOLA DE TREINAMENTO PROFISSIONAL,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
ULTRASSOM,CANON,CENTRAL DE DIAGNÓSTICO DE PICOS,PI,Piauí,Picos,-7.0769,-41.4669,86228.0
NOTEBOOK,LENOVO,CENTRAL DE LAUDOS E SERVIÇOS 01,PI,Piauí,PARNAIBA,-2.905,-41.776,169552.0
CONSOLE CR ou DR,FUJIFILM,CENTRO INTEGRADO DE SAUDE LINEU ARAUJO,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
ULTRASSOM,TOSHIBA,CENTRO INTEGRADO DE SAUDE LINEU ARAUJO,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
IMPRESSORA,SONY,CENTRO INTEGRADO DE SAUDE LINEU ARAUJO,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
IMPRESSORA,KONICA MINOLTA,CENTRO INTEGRADO DE SAUDE LINEU ARAUJO,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
RAIO X,KONICA MINOLTA,CENTRO INTEGRADO DE SAUDE LINEU ARAUJO,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
MAMOGRAFIA,KONICA MINOLTA,CENTRO INTEGRADO DE SAUDE LINEU ARAUJO,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
ULTRASSOM,CANON,CENTRO INTEGRADO DE SAUDE LINEU ARAUJO,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
CONSOLE CR ou DR,FUJIFILM,CENTRO INTEGRADO DE SAUDE LINEU ARAUJO,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
IMPRESSORA,SONY,CENTRO INTEGRADO DE SAUDE LINEU ARAUJO,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
IMPRESSORA,KONICA MINOLTA,CENTRO INTEGRADO DE SAUDE LINEU ARAUJO,PI,Piauí,Teresina,-5.0916,-42.8016,902644.0
ULTRASSOM,CANON,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
ULTRASSOM,CANON,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
MAMOGRAFIA,VMI,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
DR,KONICA MINOLTA,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
DR,KONICA MINOLTA,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
CONSOLE CR ou DR,FUJIFILM,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
RAIO X,KONICA MINOLTA,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
RAIO X,KONICA MINOLTA,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
TOMOGRAFIA COMPUTADORIZADA,CANON,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
CONSOLE CR ou DR,KONICA MINOLTA,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
CONSOLE CR ou DR,KONICA MINOLTA,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
IMPRESSORA,AGIS,CISM - CENTRO INTEGRADO DE SAUDE DA MULHER,PI,Piauí,Parnaíba,-2.905,-41.776,169552.0
CONSOLE CR ou DR,FUJIFILM,HOSPITAL ALBERTO NETO,PI,Piauí,Teresina,-5.10831,-42.75658,902644.0
RAIO X,SHR,HOSPITAL ALBERTO NETO,PI,Piauí,Teresina,-5.10831,-42.75658,902644.0
TOMOGRAFIA COMPUTADORIZADA,CANON,HOSPITAL ALBERTO NETO,PI,Piauí,Teresina,-5.10831,-42.75658,902644.0
TOMOGRAFIA COMPUTADORIZADA,CANON,HOSPITAL ALIANÇA DE PIRIPIRI LTDA,PI,Piauí,Piripiri,-4.275,-41.775,67676.0
IMPRESSORA,SONY,HOSPITAL DA PRIMAVERA,PI,Piauí,Teresina,-5.05167,-42.8124,902644.0
ULTRASSOM,TOSHIBA,HOSPITAL DA PRIMAVERA,PI,Piauí,Teresina,-5.05167,-42.8124,902644.0
RAIO X,SAWAE,HOSPITAL DA PRIMAVERA,PI,Piauí,Teresina,-5.05167,-42.8124,902644.0
CONSOLE CR ou DR,FUJIFILM,HOSPITAL DA PRIMAVERA,PI,Piauí,Teresina,-5.05167,-42.8124,902644.0
TOMOGRAFIA COMPUTADORIZADA,CANON,HOSPITAL DE URGÊNCIA DE TERESINA,PI,Piauí,TERESINA,-5.093,-42.801,902644.0
ULTRASSOM,CANON,HOSPITAL DE URGÊNCIA DE TERESINA,PI,Piauí,TERESINA,-5.093,-42.801,902644.0
DR,KONICA MINOLTA,HOSPITAL DE URGÊNCIA DE TERESINA,PI,Piauí,TERESINA,-5.093,-42.801,902644.0
ARCO CIRURGICO,SIEMENS,HOSPITAL DE URGÊNCIA DE TERESINA,PI,Piauí,TERESINA,-5.093,-42.801,902644.0
ARCO CIRURGICO,SIEMENS,HOSPITAL DE URGÊNCIA DE TERESINA,PI,Piauí,TERESINA,-5.093,-42.801,902644.0
ULTRASSOM PORTATIL,GE MEDICAL SYSTEMS,HOSPITAL DE URGÊNCIA DE TERESINA,PI,Piauí,TERESINA,-5.093,-42.801,902644.0
CONSOLE CR ou DR,KONICA MINOLTA,HOSPITAL DE URGÊNCIA DE TERESINA,PI,Piauí,TERESINA,-5.093,-42.801,902644.0
DR,KONICA MINOLTA,HOSPITAL DE URGÊNCIA DE TERESINA,PI,Piauí,TERESINA,-5.093,-42.801,902644.0
CONSOLE CR ou DR,FUJIFILM,HOSPITAL DIRCEU ARCOVERDE DA POLICIA MILITAR DO PIAUI,PI,Piauí,Teresina,-5.0861,-42.8017,902644.0
TOMOGRAFIA COMPUTADORIZADA,CANON,HOSPITAL DIRCEU ARCOVERDE DA POLICIA MILITAR DO PIAUI,PI,Piauí,Teresina,-5.0861,-42.8017,902644.0
ULTRASSOM,CANON,HOSPITAL DIRCEU ARCOVERDE DA POLICIA MILITAR DO PIAUI,PI,Piauí,Teresina,-5.0861,-42.8017,902644.0
DR,CANON,HOSPITAL DIRCEU ARCOVERDE DA POLICIA MILITAR DO PIAUI,PI,Piauí,Teresina,-5.0861,-42.8017,902644.0
CONSOLE CR ou DR,CANON,HOSPITAL DIRCEU ARCOVERDE DA POLICIA MILITAR DO PIAUI,PI,Piauí,Teresina,-5.0861,-42.8017,902644.0
ULTRASSOM,CANON,HOSPITAL DIRCEU ARCOVERDE DA POLICIA MILITAR DO PIAUI,PI,Piauí,Teresina,-5.0861,-42.8017,902644.0
ARCO CIRURGICO,VMI TECNOLOGIAS,HOSPITAL DIRCEU ARCOVERDE DA POLICIA MILITAR DO PIAUI,PI,Piauí,Teresina,-5.0861,-42.8017,902644.0
